언어명,관광지명,구분,위도 (Latitude),경도 (Longitude)
일본어,景福宮（경복궁）,역사관광지,37.5798,126.9768
일본어,南山ソウルタワー（남산서울타워）,건축/조형물,37.5511,126.9882
일본어,北村韓屋村（북촌한옥마을）,역사관광지,37.5831,126.9837
일본어,昌徳宮と後苑 [ユネスコ世界遺産（文化遺産）]（창덕궁과 후원 [유네스코 세계문화유산]）,역사관광지,37.5794,126.9919
일본어,ロッテワールド（롯데월드）,휴양관광지,37.5111,127.0982
일본어,南大門市場（남대문시장）,쇼핑,37.5592,126.9776
일본어,ロッテワールドタワー＆ロッテワールドモール（롯데월드타워&롯데월드몰）,건축/조형물,37.5125,127.1026
일본어,東大門デザインプラザ（DDP）（동대문디자인플라자（DDP））,산업관광지,37.5669,127.0094
일본어,明洞（명동）,산업관광지,37.5609,126.9861
일본어,北岳山（북악산）,자연관광지,37.593,126.974
일본어,仁寺洞（인사동）,산업관광지,37.5728,126.9845
일본어,京義線 森の道（ヨントラルパーク）（경의선숲길（연트럴파크））,육상 레포츠,37.5605,126.9272
일본어,清渓川（청계천）,휴양관광지,37.5692,126.9789
일본어,南山コル韓屋村（남산골한옥마을）,역사관광지,37.5592,126.9938
일본어,北村八景（북촌 8경）,역사관광지,37.5828,126.9837
일본어,ソウル路7017（서울로 7017）,휴양관광지,37.5562,126.9705
일본어,国立ソウル顕忠院（국립서울현충원）,역사관광지,37.5023,126.9769
일본어,弘大（홍대）,산업관광지,37.5553,126.9238
일본어,曹渓寺（ソウル）（조계사（서울））,역사관광지,37.5739,126.9836
일본어,西海金光列車（서해금빛열차）,체험관광지,37.5298,126.9645
일본어,ピョルマダン図書館（별마당도서관）,문화시설,37.5099,127.059
일본어,昌慶宮（창경궁）,역사관광지,37.5789,126.9953
일본어,ソウルの森（서울숲）,자연관광지,37.5436,127.0447
일본어,徳寿宮（덕수궁）,역사관광지,37.5663,126.9751
일본어,駱山公園（낙산공원）,휴양관광지,37.5807,127.0073
일본어,三清洞通り（삼청동길）,체험관광지,37.5834,126.9825
일본어,麻浦 文化備蓄基地（마포 문화비축기지）,산업관광지,37.5746,126.8943
일본어,光化門（광화문）,역사관광지,37.576,126.9768
일본어,盤浦大橋ムーンライト・レインボー噴水（반포대교 달빛무지개분수）,건축/조형물,37.515,126.9947
일본어,ロッテワールドタワー ソウルスカイ（롯데월드타워 서울스카이）,건축/조형물,37.5125,127.1026
일본어,汝矣島漢江公園（여의도한강공원）,휴양관광지,37.5277,126.9351
일본어,国立中央博物館（국립중앙박물관）,문화시설,37.524,126.9799
일본어,韓国家具博物館（한국가구박물관）,산업관광지,37.5925,126.9793
일본어,宗廟 [ユネスコ世界遺産（文化遺産）]（종묘 [유네스코 세계문화유산]）,역사관광지,37.5747,126.9938
일본어,セビッソム（세빛섬（some sevit））,자연관광지,37.5126,126.9953
일본어,益善洞（익선동）,체험관광지,37.5745,126.9901
일본어,崇礼門（숭례문）,역사관광지,37.5601,126.9753
일본어,南山公園（ソウル）（남산공원（서울））,휴양관광지,37.5552,126.9822
일본어,ワールドカップ公園（월드컵공원）,휴양관광지,37.5709,126.8832
일본어,梨泰院観光特区（이태원 관광특구）,휴양관광지,37.5345,126.9945
일본어,独立館（독립관）,역사관광지,37.5735,126.9576
일본어,水道博物館（수도박물관）,산업관광지,37.5451,127.0423
일본어,北岳スカイ 八角亭（북악스카이 팔각정）,휴양관광지,37.6094,126.9823
