언어명,관광지명,구분,위도 (Latitude),경도 (Longitude)
중번체,景福宮 (경복궁),역사관광지,37.5798,126.9768
중번체,北村韓屋村 (북촌한옥마을),역사관광지,37.5831,126.9837
중번체,青瓦臺 (청와대),건축/조형물,37.5869,126.9748
중번체,南山首爾塔 (남산서울타워),건축/조형물,37.5511,126.9882
중번체,盤浦大橋月光彩虹噴泉 (반포대교 달빛무지개분수),건축/조형물,37.515,126.9947
중번체,昌德宮與後苑 [UNESCO世界文化遺產] (창덕궁과 후원 [유네스코 세계문화유산]),역사관광지,37.5794,126.9919
중번체,東大門設計廣場(DDP) (동대문디자인플라자(DDP)),산업관광지,37.5669,127.0094
중번체,樂天世界 (롯데월드),휴양관광지,37.5111,127.0982
중번체,汝矣島漢江公園 (여의도한강공원),휴양관광지,37.5277,126.9351
중번체,首爾林 (서울숲),자연관광지,37.5436,127.0447
중번체,新沙洞林蔭道 (신사동 가로수길),체험관광지,37.521,127.0227
중번체,弘大 (홍대),산업관광지,37.5553,126.9238
중번체,樂天世界塔SEOUL SKY (롯데월드타워 서울스카이),건축/조형물,37.5125,127.1026
중번체,仁寺洞 (인사동),산업관광지,37.5728,126.9845
중번체,明洞 (명동),산업관광지,37.5609,126.9861
중번체,德壽宮 (덕수궁),역사관광지,37.5663,126.9751
중번체,樂天世界塔&樂天世界購物城 (롯데월드타워&롯데월드몰),건축/조형물,37.5125,127.1026
중번체,北漢山國立公園(首爾) (북한산국립공원(서울)),자연관광지,37.6593,126.9774
중번체,南山纜車 (남산 케이블카),산업관광지,37.5552,126.9839
중번체,樂天世界水族館 (롯데월드 아쿠아리움),휴양관광지,37.5132,127.1002
중번체,好客空間(HiKR GROUND) (하이커 그라운드),문화시설,37.568,126.9845
중번체,狎鷗亭羅德奧街 (압구정 로데오거리),체험관광지,37.5273,127.0403
중번체,三星美術館Leeum (삼성미술관 리움),문화시설,37.5381,126.9996
중번체,COEX水族館 (코엑스 아쿠아리움),자연관광지,37.5118,127.0594
중번체,國立現代美術館(首爾館) (국립현대미술관(서울관)),문화시설,37.5791,126.9806
중번체,Starfield圖書館 (별마당도서관),문화시설,37.5099,127.059
중번체,七樂娛樂場(江南COEX店) (세븐럭카지노(강남코엑스점)),육상 레포츠,37.5124,127.0581
중번체,南山谷韓屋村 (남산골한옥마을),역사관광지,37.5592,126.9938
중번체,首爾兒童大公園 (서울어린이대공원),휴양관광지,37.5492,127.0815
중번체,ELAND CRUISE(漢江遊覽船) (이랜드크루즈 (한강유람선)),휴양관광지,37.5249,126.941
중번체,明洞聖堂 (서울 명동성당),역사관광지,37.5635,126.9871
중번체,奧林匹克公園 (올림픽공원),휴양관광지,37.5207,127.1227
중번체,汝矣島公園 (여의도공원),휴양관광지,37.5255,126.9248
중번체,梨泰院觀光特區 (이태원 관광특구),휴양관광지,37.5345,126.9945
중번체,KT&G想像庭院(弘大) (KT&G 상상마당(홍대)),문화시설,37.551,126.9221
중번체,南山公園(首爾) (남산공원(서울)),휴양관광지,37.5552,126.9822
중번체,奉恩寺(首爾) (봉은사(서울)),역사관광지,37.5145,127.058
중번체,駱山公園 (낙산공원),휴양관광지,37.5807,127.0073
중번체,光化門 (광화문),역사관광지,37.576,126.9768
중번체,東大門歷史文化公園 (동대문역사문화공원),휴양관광지,37.5658,127.0093
중번체,三清洞街 (삼청동길),체험관광지,37.5834,126.9825
중번체,北村八景 (북촌 8경),역사관광지,37.5828,126.9837
중번체,光化門廣場 (광화문광장),휴양관광지,37.573,126.9766
중번체,纛島漢江公園雪橇場 (한강공원 뚝섬 눈썰매장),육상 레포츠,37.5303,127.0725
중번체,首爾綜合運動場(蠶室綜合運動場) (서울종합운동장(잠실종합운동장)),육상 레포츠,37.515,127.0731
중번체,Blue Square (블루스퀘어),문화시설,37.5367,127.0003
중번체,國立中央博物館 (국립중앙박물관),문화시설,37.524,126.9799
중번체,樂天百貨公司(總店)(롯데백화점(본점)),쇼핑,37.5653,126.9811
중번체,戰爭紀念館 (전쟁기념관),문화시설,37.53716,126.97712
